Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2024-06-06 06:10 (-07),On Demand,Cody Rigsby,5,Cycling,Warm Up,5 min Warm Up Ride,2024-04-23 08:00 (-07),30,101,39%,79,15.84,1.32,41,,,
2024-06-06 06:16 (-07),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-06-05 10:30 (-07),189,105,43%,66,14.90,7.45,254,,,
2024-06-08 18:50 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-03 23:00 (-07),26,88,34%,89,15.22,1.27,35,,,
2024-06-08 18:55 (-07),On Demand,Alex Toussaint,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2024-06-03 07:00 (-07),29,100,34%,92,15.99,1.27,38,,,
2024-06-09 10:40 (PDT),On Demand,Callie Gullickson,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-02-19 10:00 (PDT),,,,,,,,,,
2024-06-10 07:40 (PDT),,,0,Strength,,4 sec Just Lift,,,,,,,,0,,,
2024-06-10 07:42 (PDT),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Upper Body Strength,2024-06-08 04:54 (PDT),,,,,,,202,99.74,,
2024-06-11 19:29 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-11 08:00 (-07),22,74,33%,86,14.08,1.17,30,,,
2024-06-11 19:36 (-07),On Demand,Jenn Sherman,30,Cycling,Low Impact,30 min Low Impact Ride,2024-06-04 06:56 (-07),151,84,36%,80,14.84,7.42,203,,,
2024-06-13 19:30 (-07),On Demand,Kendall Toole,5,Cycling,Warm Up,5 min Warm Up Ride,2024-05-14 08:00 (-07),25,86,32%,97,15.04,1.21,34,,,
2024-06-13 19:36 (-07),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-05-24 12:25 (-07),202,112,42%,72,16.25,8.12,271,,,
2024-06-14 19:32 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-03 23:00 (-07),27,91,34%,91,15.32,1.27,36,,,
2024-06-14 19:38 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min EDM Ride,2024-06-14 14:24 (-07),216,120,43%,77,17.13,8.56,290,,,
2024-06-15 20:01 (PDT),On Demand,Matty Maggiacomo,10,Stretching,Full Body Stretch,10 min Evening Stretch,2024-06-14 13:00 (PDT),,,,,,,29,,,
2024-06-17 06:30 (-07),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2024-05-07 08:00 (-07),22,74,34%,80,14.13,1.18,30,,,
2024-06-17 06:36 (-07),On Demand,Ben Alldis,20,Cycling,Music,20 min EDM Ride,2024-06-12 23:00 (-07),178,149,47%,76,18.45,6.15,239,,,
2024-06-18 06:39 (-07),On Demand,Leanne Hainsby-Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2024-06-17 23:00 (-07),50,83,33%,89,14.65,2.44,67,,,
2024-06-18 06:51 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-06-11 23:00 (-07),,,,,,,14,,,
2024-06-21 08:24 (PDT),,,0,Strength,,1 sec Just Lift,,,,,,,,0,58.00,,
2024-06-21 08:25 (PDT),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2024-06-19 04:25 (PDT),,,,,,,127,99.06,,
2024-06-22 19:44 (PDT),On Demand,Matty Maggiacomo,10,Stretching,Full Body Stretch,10 min Evening Stretch,2024-06-14 13:00 (PDT),,,,,,,29,,,
2024-06-23 08:23 (-07),On Demand,Cody Rigsby,5,Cycling,Warm Up,5 min Warm Up Ride,2024-04-23 08:00 (-07),31,105,39%,83,16.17,1.34,42,,,
2024-06-23 08:30 (-07),On Demand,Cody Rigsby,45,Cycling,Intervals,45 min Intervals & Arms Ride,2024-06-18 15:55 (-07),321,119,45%,66,15.49,11.62,430,,,
2024-06-23 09:17 (-07),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2024-06-19 08:00 (-07),18,60,36%,64,12.63,1.05,24,,,
2024-06-23 20:06 (-07),On Demand,Adrian Williams,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-06-20 23:00 (-07),,,,,,,29,,,
2024-06-24 08:23 (PDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulder Strength,2024-06-24 03:44 (PDT),,,,,,,64,98.73,,
2024-06-25 06:35 (-07),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2024-03-12 08:00 (-07),34,113,37%,90,16.57,1.38,46,,,
2024-06-25 06:42 (-07),On Demand,Emma Lovewell,10,Cycling,Climb,Extra 10: Climb Ride,2024-06-03 07:00 (-07),99,165,52%,71,19.51,3.25,133,,,
2024-06-25 06:53 (-07),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-06-20 23:00 (-07),,,,,,,14,,,
2024-06-27 06:36 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-06-08 08:55 (-07),165,91,43%,54,12.35,6.17,221,,,
2024-06-29 07:50 (-07),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-04-08 22:55 (-07),188,104,38%,83,16.25,8.12,252,,,
2024-06-30 20:32 (PDT),On Demand,Hannah Corbin,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-06-17 05:30 (PDT),,,,,,,29,,,
2024-07-01 08:30 (PDT),On Demand,Jermaine Johnson,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2024-06-26 04:24 (PDT),,,,,,,131,100.71,,
2024-07-02 06:33 (-07),On Demand,Emma Lovewell,15,Cycling,Low Impact,15 min Low Impact Ride,2024-07-01 09:34 (-07),71,78,35%,80,14.42,3.60,95,,,
2024-07-02 06:49 (-07),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-06-25 23:00 (-07),,,,,,,14,,,
2024-07-07 12:59 (-07),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-25 08:00 (-07),20,68,32%,85,13.73,1.14,27,,,
2024-07-07 13:05 (-07),On Demand,,15,Cycling,Scenic Ride,15 min Torres del Paine Ride,,77,85,34%,89,15.12,3.78,103,,,
2024-07-07 13:20 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-04 23:00 (-07),,,,,,,14,,,
2024-07-09 08:34 (PDT),On Demand,Robin Arzon,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-07-09 06:55 (PDT),,,,,,,80,113.35,,
2024-07-12 08:22 (PDT),On Demand,Tunde Oyeneyin,15,Strength,Upper Body,15 min Arms & Shoulders Strength,2024-07-10 07:00 (PDT),,,,,,,87,,,
2024-07-12 19:54 (-07),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2024-07-12 08:30 (-07),225,125,42%,81,17.26,8.63,303,,,
2024-07-13 14:26 (-07),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-07-03 10:30 (-07),188,105,41%,68,14.05,7.02,253,,,
2024-07-13 14:58 (-07),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-11 23:00 (-07),,,,,,,14,,,
2024-07-27 15:28 (-07),On Demand,Denis Morton,20,Cycling,Low Impact,20 min Low Impact Ride,2024-07-24 21:00 (-07),77,64,32%,79,13.27,4.42,104,,,
2024-08-04 13:36 (-07),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2024-07-29 10:24 (-07),127,71,32%,86,13.84,6.92,171,,,
2024-08-15 06:36 (-07),On Demand,,10,Cycling,Scenic Ride,10 min Dalmatian Coast Ride,,41,69,30%,91,13.83,2.30,55,,,
2024-08-15 06:47 (-07),On Demand,Jenn Sherman,20,Cycling,Low Impact,20 min Low Impact Ride,2024-08-13 07:25 (-07),121,101,40%,78,16.05,5.35,163,,,
2024-08-15 07:09 (-07),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-30 21:00 (-07),,,,,,,14,,,
2024-08-16 06:07 (-07),On Demand,Ben Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-08-05 10:25 (-07),4,66,37%,65,13.06,0.23,6,79.00,,
2024-08-16 06:15 (-07),On Demand,Leanne Hainsby-Alldis,20,Cycling,Music,20 min New Wave Ride,2024-08-04 23:24 (-07),32,75,35%,69,12.43,1.45,42,,,
2024-08-16 06:26 (-07),On Demand,Jermaine Johnson,10,Strength,Bodyweight,10 min Bodyweight Strength,2024-08-06 03:30 (-07),,,,,,,57,,,
2024-08-17 13:38 (-07),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-07-29 23:25 (-07),3,59,30%,73,11.66,0.18,5,,,
2024-08-17 13:40 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-08-13 10:26 (-07),173,96,42%,58,12.83,6.42,232,,,
2024-08-17 14:11 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-12 00:00 (-07),,,,,,,14,,,
2024-08-18 09:29 (-07),On Demand,Logan Aldridge,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2024-07-30 21:00 (-07),,,,,,,14,,,
2024-08-19 06:22 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2024-08-18 05:54 (-07),241,134,42%,82,17.84,8.91,380,145.00,,
2024-08-20 06:12 (-07),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2024-07-08 23:00 (-07),22,74,30%,95,14.03,1.17,38,113.00,,
2024-08-20 06:17 (-07),On Demand,Hannah Frankson,20,Cycling,Intervals,20 min Tabata Ride,2024-08-19 23:54 (-07),167,139,40%,89,17.94,5.98,256,146.00,,
2024-08-25 10:28 (-07),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-08-05 21:00 (-07),35,116,41%,83,17.11,1.42,36,109.00,,
2024-08-25 10:34 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-07-27 06:54 (-07),180,100,41%,63,13.90,6.95,305,129.00,,
2024-08-25 11:06 (-07),On Demand,Ally Love,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-08-22 21:00 (-07),,,,,,,14,,,
2024-08-26 06:21 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-08-19 21:00 (-07),25,84,31%,97,15.02,1.25,31,104.00,,
2024-08-26 06:27 (-07),On Demand,Bradley Rose,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-07-23 05:00 (-07),198,110,40%,81,16.55,8.27,326,133.00,,
2024-08-27 06:17 (-07),On Demand,Camila Ramon,5,Cycling,Warm Up,5 min Warm Up Ride,2024-08-12 21:00 (-07),35,118,43%,77,17.14,1.43,41,116.00,,
2024-08-27 06:23 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-07-02 15:55 (-07),179,100,44%,58,13.83,6.91,325,133.00,,
2024-08-28 08:50 (-07),On Demand,Hannah Corbin,20,Cycling,Low Impact,20 min Low Impact Ride,2024-08-09 12:25 (-07),94,79,35%,78,14.54,4.85,153,112.00,,
2024-08-30 06:27 (-07),On Demand,Jenn Sherman,5,Cycling,Warm Up,5 min Warm Up Ride,2024-07-22 21:00 (-07),26,86,36%,79,15.15,1.26,30,102.00,,
2024-08-30 06:33 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-08-27 16:00 (-07),169,94,43%,54,12.68,6.34,250,117.00,,
2024-08-31 07:24 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-11 08:00 (-07),22,74,32%,87,14.06,1.17,30,,,
2024-08-31 07:30 (-07),On Demand,Hannah Frankson,20,Cycling,Music,20 min House Ride,2024-08-29 23:30 (-07),145,121,43%,79,17.17,5.72,194,,,
2024-09-02 08:17 (-07),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2024-07-29 21:00 (-07),23,77,32%,88,14.47,1.20,41,115.00,,
2024-09-02 08:23 (-07),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-05-06 22:54 (-07),209,116,42%,72,16.19,8.10,340,136.00,,
2024-09-02 08:56 (-07),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-08-06 21:00 (-07),,,,,,,14,,,
2024-09-03 06:27 (-07),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-02 21:00 (-07),33,111,37%,87,16.64,1.38,33,106.00,,
2024-09-03 06:33 (-07),On Demand,Bradley Rose,15,Cycling,Low Impact,15 min Low Impact Ride,2024-08-31 04:54 (-07),46,51,29%,80,12.00,3.00,77,96.00,,
2024-09-03 06:48 (-07),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-09-25 23:00 (-07),,,,,,,14,,,
2024-09-07 07:14 (PDT),On Demand,Robin Arzon,20,Strength,Upper Body,20 min Upper Body Strength,2024-09-05 08:53 (PDT),,,,,,,115,,,
2024-09-14 06:48 (-07),On Demand,Tunde Oyeneyin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-09 21:00 (-07),23,78,33%,85,14.39,1.20,26,96.00,,
2024-09-14 06:54 (-07),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2024-09-10 14:23 (-07),148,123,42%,78,17.10,5.70,188,124.00,,
2024-09-14 07:15 (-07),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-01-17 09:00 (-07),,,,,,,14,,,
2024-09-15 20:15 (PDT),On Demand,Ally Love,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-09-05 21:00 (PDT),,,,,,,29,,,
2024-09-16 06:17 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-03 23:00 (-07),22,75,31%,91,14.24,1.18,33,105.00,,
2024-09-16 06:23 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min 90s Pop Ride,2024-09-14 04:25 (-07),119,99,38%,83,15.97,5.33,191,125.00,,
2024-09-16 21:42 (PDT),On Demand,Logan Aldridge,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-09-15 21:00 (PDT),,,,,,,29,,,
2024-09-17 06:18 (PDT),On Demand,Selena Samuela,10,Stretching,Upper Body Stretch,10 min Upper Body Stretch,2024-08-20 21:00 (PDT),,,,,,,19,71.09,,
2024-09-17 06:26 (PDT),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Chest & Back Strength,2024-09-04 21:00 (PDT),,,,,,,53,92.35,,
2024-09-17 21:27 (PDT),On Demand,Hannah Corbin,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-09-10 21:00 (PDT),,,,,,,29,,,
2024-09-18 06:29 (-07),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min Warm Up Ride,2024-09-16 21:00 (-07),64,107,36%,88,16.35,2.72,90,123.00,,
2024-09-18 06:40 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-09-13 14:25 (-07),111,115,42%,67,15.10,4.06,194,140.00,,
2024-09-18 20:43 (PDT),On Demand,Adrian Williams,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-09-17 21:00 (PDT),,,,,,,29,,,
2024-09-19 06:28 (PDT),On Demand,Rad Lopez,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-09-17 14:56 (PDT),,,,,,,61,98.40,,
2024-09-19 21:28 (PDT),On Demand,Matty Maggiacomo,10,Stretching,Full Body Stretch,10 min Evening Stretch,2024-09-19 21:00 (PDT),,,,,,,29,,,
2024-09-20 21:17 (PDT),On Demand,Rebecca Kennedy,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2024-09-18 21:00 (PDT),,,,,,,14,,,
2024-09-21 06:22 (PDT),On Demand,Matty Maggiacomo,20,Strength,Upper Body,20 min Upper Body Strength,2024-09-18 21:00 (PDT),,,,,,,157,110.00,,
2024-09-22 07:00 (-07),On Demand,Tunde Oyeneyin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-09 21:00 (-07),25,83,33%,87,14.85,1.24,31,103.00,,
2024-09-22 07:06 (-07),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2024-09-21 07:00 (-07),223,124,44%,75,17.25,8.63,334,135.00,,
2024-09-22 07:37 (-07),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-01-17 09:00 (-07),,,,,,,14,,,
2024-09-23 06:43 (PDT),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-09-14 11:25 (PDT),,,,,,,109,91.77,,
2024-09-24 05:31 (PDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2024-09-23 03:45 (PDT),,,,,,,66,101.25,,
2024-09-26 06:14 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-08-19 21:00 (-07),23,77,32%,89,14.44,1.20,29,101.00,,
2024-09-26 06:20 (-07),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2024-09-24 21:00 (-07),207,115,37%,90,16.79,8.40,288,126.00,,
2024-09-27 06:33 (PDT),On Demand,Matty Maggiacomo,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-09-24 08:54 (PDT),,,,,,,116,,,
2024-09-27 20:04 (PDT),On Demand,Marcel Maurer,10,Stretching,Full Body Stretch,10 min Coldplay Full Body Stretch,2024-09-26 09:35 (PDT),,,,,,,27,,,
2024-09-28 07:34 (-07),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-08-05 21:00 (-07),30,101,41%,77,16.13,1.34,36,110.00,,
2024-09-28 07:41 (-07),On Demand,Bradley Rose,20,Cycling,Scenic Ride,20 min Utah Ride,,113,94,39%,78,15.59,5.20,158,114.00,,
2024-09-29 06:29 (PDT),On Demand,Logan Aldridge,10,Strength,Core,10 min Core Strength,2024-09-25 21:00 (PDT),,,,,,,55,77.25,,
2024-09-29 06:42 (PDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2024-09-08 21:00 (PDT),,,,,,,58,,,
2024-09-30 07:53 (-07),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-06-25 08:00 (-07),19,64,32%,80,13.33,1.11,22,90.00,,
2024-09-30 07:59 (-07),On Demand,Cody Rigsby,45,Cycling,Intervals,45 min Intervals & Arms Ride,2024-09-24 14:25 (-07),274,102,43%,59,13.45,10.09,478,132.00,,
2024-10-04 06:36 (PDT),On Demand,Tunde Oyeneyin,20,Strength,Upper Body,20 min Black Eyed Peas Arms & Shoulders,2024-09-27 11:30 (PDT),,,,,,,158,113.72,,
2024-10-05 08:09 (-07),On Demand,Hannah Frankson,20,Cycling,Music,20 min EDM Ride,2024-10-04 21:00 (-07),147,122,43%,75,17.15,5.72,169,117.00,,
2024-10-05 08:30 (-07),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-09-04 23:00 (-07),,,,,,,14,,,
2024-10-06 07:41 (PDT),On Demand,Andy Speer,20,Strength,Upper Body,20 min Chest & Back Strength,2024-09-22 21:00 (PDT),,,,,,,125,98.47,,
2024-10-07 06:39 (PDT),On Demand,Ben Alldis,20,Strength,Lower Body,20 min Glutes & Legs Strength,2024-10-06 03:54 (PDT),,,,,,,169,113.34,,
2024-10-08 17:20 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-07 21:00 (-07),19,65,30%,88,13.31,1.11,30,101.00,,
2024-10-08 17:26 (-07),On Demand,Jess King,20,Cycling,Music,20 min Techno Ride,2024-10-07 06:24 (-07),153,127,43%,79,17.47,5.83,221,135.00,,
2024-10-09 21:10 (PDT),On Demand,Rebecca Kennedy,10,Stretching,Full Body Stretch,10 min Coldplay Full Body Stretch,2024-10-08 21:00 (PDT),,,,,,,29,,,
2024-10-11 06:35 (PDT),On Demand,Selena Samuela,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-10-08 21:00 (PDT),,,,,,,116,,,
2024-10-12 06:47 (-07),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-30 21:00 (-07),32,106,34%,94,16.53,1.38,38,112.00,,
2024-10-12 06:53 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-10-08 14:25 (-07),197,109,44%,63,15.02,7.51,312,130.00,,
2024-10-13 08:15 (PDT),On Demand,Rebecca Kennedy,15,Strength,Core,15 min Standing Core Strength,2024-10-09 21:00 (PDT),,,,,,,73,84.17,,
2024-10-13 10:42 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-07 21:00 (-07),19,62,30%,86,13.05,1.09,25,95.00,,
2024-10-13 10:48 (-07),On Demand,Hannah Frankson,30,Cycling,Low Impact,30 min Low Impact Ride,2024-10-11 04:55 (-07),105,59,30%,82,12.77,6.38,134,91.00,,
2024-10-14 13:27 (PDT),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Chest & Back,2024-08-13 21:00 (PDT),,,,,,,29,72.62,,
2024-10-16 07:27 (PDT),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Chest & Back Strength,2024-10-13 03:55 (PDT),,,,,,,116,,,
2024-10-18 07:18 (PDT),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-10-17 06:24 (PDT),,,,,,,116,,,
2024-10-19 16:16 (-07),On Demand,Jenn Sherman,10,Cycling,Warm Up,10 min Warm Up Ride,2024-10-14 21:00 (-07),49,82,33%,86,14.83,2.48,53,97.00,,
2024-10-19 16:27 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min 2010s Pop Ride,2024-10-19 03:54 (-07),184,102,39%,79,16.10,8.05,217,109.00,,
2024-10-22 06:46 (PDT),On Demand,Logan Aldridge,20,Strength,Upper Body,20 min Chest & Back Strength,2024-10-21 14:25 (PDT),,,,,,,112,95.60,,
2024-10-26 08:05 (-07),On Demand,Robin Arzon,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-21 21:00 (-07),25,83,32%,92,14.97,1.25,30,101.00,,
2024-10-26 08:11 (-07),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2024-10-26 01:25 (-07),190,106,40%,78,16.37,8.18,253,117.00,,
2024-10-26 20:27 (PDT),On Demand,Hannah Corbin,15,Stretching,Foam Rolling,15 min Foam Rolling: Full Body,2024-10-16 21:00 (PDT),,,,,,,43,70.91,,
2024-10-27 08:00 (PDT),On Demand,Katie Wang,30,Strength,Upper Body,30 min Upper Body Strength,2024-10-25 06:25 (PDT),,,,,,,223,109.31,,
2024-10-27 19:47 (PDT),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Full Body,2024-06-10 07:00 (PDT),,,,,,,29,,,
2024-10-28 20:29 (PDT),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-10-27 21:00 (PDT),,,,,,,29,,,
2024-10-29 06:16 (PDT),On Demand,Logan Aldridge,30,Strength,Upper Body,30 min Upper Body Strength,2024-10-27 11:22 (PDT),,,,,,,173,,,
2024-10-30 06:30 (-07),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-28 22:00 (-07),20,68,28%,100,13.62,1.13,27,98.00,,
2024-10-30 06:36 (-07),On Demand,Bradley Rose,15,Cycling,Music,15 min 2000s Rock Ride,2024-10-26 04:24 (-07),101,112,38%,88,16.68,4.17,128,118.00,,
2024-11-02 12:38 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-07 21:00 (-07),21,69,30%,90,13.67,1.14,25,95.00,,
2024-11-02 12:44 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Ride,2024-11-01 10:54 (-07),127,105,38%,83,16.31,5.44,151,112.00,,
2024-11-02 13:09 (PDT),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Hips,2024-07-16 21:00 (PDT),,,,,,,29,,,
2024-11-03 06:30 (PDT),On Demand,Selena Samuela,20,Strength,Upper Body,20 min Upper Body Strength,2024-11-02 09:24 (PDT),,,,,,,119,92.54,,
2024-11-04 20:48 (PDT),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Chest & Back,2024-03-27 07:00 (PDT),,,,,,,29,,,
2024-11-05 06:21 (-08),On Demand,Cody Rigsby,5,Cycling,Warm Up,5 min Warm Up Ride,2024-11-04 21:00 (-08),21,70,35%,76,13.90,1.16,26,96.00,,
2024-11-05 06:27 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-10-25 05:24 (-08),172,95,42%,60,13.26,6.63,272,122.00,,
2024-11-06 06:22 (PDT),On Demand,Jermaine Johnson,30,Strength,Upper Body,30 min Arms & Shoulders Strength,2024-11-05 03:26 (PDT),,,,,,,200,103.86,,
2024-11-09 12:24 (-08),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Low Impact Ride,2024-11-03 01:49 (-08),95,79,35%,82,14.48,4.83,119,101.00,,
2024-11-10 09:05 (PDT),On Demand,Katie Wang,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-11-01 06:59 (PDT),,,,,,,180,119.95,,
2024-11-11 08:15 (PDT),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Chest & Back Strength,2024-11-08 04:55 (PDT),,,,,,,58,,,
2024-11-12 07:13 (-08),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-30 20:00 (-08),31,102,34%,94,16.22,1.35,41,116.00,,
2024-11-12 07:18 (-08),On Demand,Ally Love,30,Cycling,Music,30 min Disney Ride,2024-11-11 04:52 (-08),208,115,40%,82,16.94,8.47,326,132.00,,
2024-11-13 06:41 (PDT),On Demand,Selena Samuela,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-11-09 09:24 (PDT),,,,,,,166,115.38,,
2024-11-14 06:31 (-08),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2024-10-28 21:00 (-08),19,64,28%,96,13.29,1.11,25,95.00,,
2024-11-14 06:37 (-08),On Demand,Jenn Sherman,20,Cycling,Low Impact,20 min Low Impact Ride,2024-11-12 06:54 (-08),105,87,36%,80,15.16,5.05,130,105.00,,
2024-11-15 06:59 (PDT),On Demand,Rad Lopez,30,Strength,Upper Body,30 min Upper Body Strength,2024-11-14 06:23 (PDT),,,,,,,213,106.58,,
